,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Popularity
0,0.568,https://api.spotify.com/v1/audio-analysis/6FRLCMO5TUHTexlWo8ym1W,0.851,235545,0.541,6FRLCMO5TUHTexlWo8ym1W,0.0,0,0.13,-6.825,1,0.0505,124.959,4,https://api.spotify.com/v1/tracks/6FRLCMO5TUHTexlWo8ym1W,audio_features,spotify:track:6FRLCMO5TUHTexlWo8ym1W,0.448,94
1,0.349,https://api.spotify.com/v1/audio-analysis/0s3nnoMeVWz3989MkNQiRf,0.511,239836,0.566,0s3nnoMeVWz3989MkNQiRf,0.0,6,0.34,-7.23,0,0.2,83.903,4,https://api.spotify.com/v1/tracks/0s3nnoMeVWz3989MkNQiRf,audio_features,spotify:track:0s3nnoMeVWz3989MkNQiRf,0.218,97
2,0.354,https://api.spotify.com/v1/audio-analysis/7dt6x5M1jzdTEt8oCbisTK,0.68,231267,0.563,7dt6x5M1jzdTEt8oCbisTK,0.0,10,0.136,-5.843,1,0.0454,145.028,4,https://api.spotify.com/v1/tracks/7dt6x5M1jzdTEt8oCbisTK,audio_features,spotify:track:7dt6x5M1jzdTEt8oCbisTK,0.374,95
3,0.0589,https://api.spotify.com/v1/audio-analysis/2G7V7zsVDxg1yRsu7Ew9RJ,0.835,217925,0.626,2G7V7zsVDxg1yRsu7Ew9RJ,6e-05,1,0.396,-5.833,1,0.125,91.03,4,https://api.spotify.com/v1/tracks/2G7V7zsVDxg1yRsu7Ew9RJ,audio_features,spotify:track:2G7V7zsVDxg1yRsu7Ew9RJ,0.35,100
4,0.0989,https://api.spotify.com/v1/audio-analysis/1jo3TwNGCXfNdB5uba3ZVv,0.892,253580,0.651,1jo3TwNGCXfNdB5uba3ZVv,0.0,0,0.371,-8.645,0,0.378,105.814,4,https://api.spotify.com/v1/tracks/1jo3TwNGCXfNdB5uba3ZVv,audio_features,spotify:track:1jo3TwNGCXfNdB5uba3ZVv,0.599,88
5,0.00513,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,0.834,312820,0.73,2xLMifQCjDGFmkHkpNLD9h,0.0,8,0.124,-3.714,1,0.222,155.008,4,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,audio_features,spotify:track:2xLMifQCjDGFmkHkpNLD9h,0.446,97
6,0.099,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,0.816,253390,0.726,58q2HKrzhC3ozto2nDdN4z,0.0,5,0.372,-3.998,0,0.129,136.048,4,https://api.spotify.com/v1/tracks/58q2HKrzhC3ozto2nDdN4z,audio_features,spotify:track:58q2HKrzhC3ozto2nDdN4z,0.65,96
7,0.088,https://api.spotify.com/v1/audio-analysis/2E124GmJRnBJuXbTb4cPUB,0.931,179405,0.387,2E124GmJRnBJuXbTb4cPUB,0.0,1,0.136,-9.127,1,0.412,125.978,4,https://api.spotify.com/v1/tracks/2E124GmJRnBJuXbTb4cPUB,audio_features,spotify:track:2E124GmJRnBJuXbTb4cPUB,0.376,97
8,0.0114,https://api.spotify.com/v1/audio-analysis/4S8d14HvHb70ImctNgVzQQ,0.901,127947,0.522,4S8d14HvHb70ImctNgVzQQ,0.0,2,0.259,-8.304,1,0.33,104.053,4,https://api.spotify.com/v1/tracks/4S8d14HvHb70ImctNgVzQQ,audio_features,spotify:track:4S8d14HvHb70ImctNgVzQQ,0.329,98
9,0.0169,https://api.spotify.com/v1/audio-analysis/55S2PQgSMYAhgoTCcGCDfw,0.596,203418,0.854,55S2PQgSMYAhgoTCcGCDfw,0.0,7,0.124,-5.114,0,0.463,120.274,4,https://api.spotify.com/v1/tracks/55S2PQgSMYAhgoTCcGCDfw,audio_features,spotify:track:55S2PQgSMYAhgoTCcGCDfw,0.152,90
10,0.0236,https://api.spotify.com/v1/audio-analysis/5IaHrVsrferBYDm0bDyABy,0.884,232959,0.559,5IaHrVsrferBYDm0bDyABy,0.0,0,0.101,-7.442,1,0.12,97.994,4,https://api.spotify.com/v1/tracks/5IaHrVsrferBYDm0bDyABy,audio_features,spotify:track:5IaHrVsrferBYDm0bDyABy,0.342,96
11,0.0956,https://api.spotify.com/v1/audio-analysis/45Egmo7icyopuzJN0oMEdk,0.708,201707,0.648,45Egmo7icyopuzJN0oMEdk,0.0,6,0.134,-5.626,1,0.0449,143.955,4,https://api.spotify.com/v1/tracks/45Egmo7icyopuzJN0oMEdk,audio_features,spotify:track:45Egmo7icyopuzJN0oMEdk,0.338,89
12,0.0175,https://api.spotify.com/v1/audio-analysis/0Dn40gxVCMo5TkgS8Ik18Q,0.669,196400,0.574,0Dn40gxVCMo5TkgS8Ik18Q,0.00294,4,0.146,-6.442,0,0.0286,120.013,4,https://api.spotify.com/v1/tracks/0Dn40gxVCMo5TkgS8Ik18Q,audio_features,spotify:track:0Dn40gxVCMo5TkgS8Ik18Q,0.273,95
13,0.216,https://api.spotify.com/v1/audio-analysis/4zIO3ilp5HvTeK3HJHxhMP,0.448,189467,0.612,4zIO3ilp5HvTeK3HJHxhMP,0.0,2,0.08,-6.106,1,0.0708,97.773,4,https://api.spotify.com/v1/tracks/4zIO3ilp5HvTeK3HJHxhMP,audio_features,spotify:track:4zIO3ilp5HvTeK3HJHxhMP,0.213,94
14,0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5,0.167,-2.749,1,0.0452,100.015,4,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,97
15,0.0164,https://api.spotify.com/v1/audio-analysis/0TlLq3lA83rQOYtrqBqSct,0.912,238614,0.412,0TlLq3lA83rQOYtrqBqSct,0.013,7,0.104,-8.074,1,0.124,154.983,4,https://api.spotify.com/v1/tracks/0TlLq3lA83rQOYtrqBqSct,audio_features,spotify:track:0TlLq3lA83rQOYtrqBqSct,0.422,94
16,0.0733,https://api.spotify.com/v1/audio-analysis/5WvAo7DNuPRmk4APhdPzi8,0.552,260000,0.76,5WvAo7DNuPRmk4APhdPzi8,0.0,0,0.0865,-4.706,1,0.342,135.702,5,https://api.spotify.com/v1/tracks/5WvAo7DNuPRmk4APhdPzi8,audio_features,spotify:track:5WvAo7DNuPRmk4APhdPzi8,0.639,96
17,0.214,https://api.spotify.com/v1/audio-analysis/7noud145AHZGg74vpWOsCa,0.717,217118,0.605,7noud145AHZGg74vpWOsCa,0.0,11,0.138,-5.68,0,0.075,81.047,4,https://api.spotify.com/v1/tracks/7noud145AHZGg74vpWOsCa,audio_features,spotify:track:7noud145AHZGg74vpWOsCa,0.387,86
18,0.0945,https://api.spotify.com/v1/audio-analysis/4hQ6UGyWQIGJmHSo0J88JW,0.601,207905,0.724,4hQ6UGyWQIGJmHSo0J88JW,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,4,https://api.spotify.com/v1/tracks/4hQ6UGyWQIGJmHSo0J88JW,audio_features,spotify:track:4hQ6UGyWQIGJmHSo0J88JW,0.508,88
19,0.0233,https://api.spotify.com/v1/audio-analysis/5OCJzvD7sykQEKHH7qAC3C,0.602,197547,0.658,5OCJzvD7sykQEKHH7qAC3C,6e-05,1,0.237,-5.934,1,0.0558,145.031,4,https://api.spotify.com/v1/tracks/5OCJzvD7sykQEKHH7qAC3C,audio_features,spotify:track:5OCJzvD7sykQEKHH7qAC3C,0.268,94
20,0.4,https://api.spotify.com/v1/audio-analysis/4E3qImtJzRqLt8ZZyLceOE,0.746,249751,0.644,4E3qImtJzRqLt8ZZyLceOE,0.0,7,0.095,-2.605,1,0.232,146.178,4,https://api.spotify.com/v1/tracks/4E3qImtJzRqLt8ZZyLceOE,audio_features,spotify:track:4E3qImtJzRqLt8ZZyLceOE,0.542,76
21,0.035,https://api.spotify.com/v1/audio-analysis/6vN77lE9LK6HP2DewaN6HZ,0.964,142273,0.346,6vN77lE9LK6HP2DewaN6HZ,0.0,5,0.108,-9.309,0,0.53,119.958,4,https://api.spotify.com/v1/tracks/6vN77lE9LK6HP2DewaN6HZ,audio_features,spotify:track:6vN77lE9LK6HP2DewaN6HZ,0.562,91
22,0.0862,https://api.spotify.com/v1/audio-analysis/0At2qAoaVjIwWNAqrscXli,0.561,256064,0.779,0At2qAoaVjIwWNAqrscXli,0.0,10,0.078,-5.107,0,0.0531,81.965,4,https://api.spotify.com/v1/tracks/0At2qAoaVjIwWNAqrscXli,audio_features,spotify:track:0At2qAoaVjIwWNAqrscXli,0.235,85
23,0.0367,https://api.spotify.com/v1/audio-analysis/0Fpen1PTuEnCmOJtUU9Iud,0.85,343099,0.785,0Fpen1PTuEnCmOJtUU9Iud,0.0,8,0.155,-4.963,0,0.345,145.063,4,https://api.spotify.com/v1/tracks/0Fpen1PTuEnCmOJtUU9Iud,audio_features,spotify:track:0Fpen1PTuEnCmOJtUU9Iud,0.718,89
24,0.0945,https://api.spotify.com/v1/audio-analysis/1BxkZE73h9BN3qwuA15TA3,0.9,145603,0.653,1BxkZE73h9BN3qwuA15TA3,0.0,1,0.528,-6.962,0,0.289,112.503,4,https://api.spotify.com/v1/tracks/1BxkZE73h9BN3qwuA15TA3,audio_features,spotify:track:1BxkZE73h9BN3qwuA15TA3,0.399,88
25,0.00552,https://api.spotify.com/v1/audio-analysis/0ZNrc4kNeQYD9koZ3KvCsy,0.745,237240,0.346,0ZNrc4kNeQYD9koZ3KvCsy,0.0,1,0.0881,-7.709,1,0.331,203.911,4,https://api.spotify.com/v1/tracks/0ZNrc4kNeQYD9koZ3KvCsy,audio_features,spotify:track:0ZNrc4kNeQYD9koZ3KvCsy,0.112,88
26,0.555,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,0.56,173800,0.68,0d2iYfpKoM0QCKvcLCkBao,0.0,6,0.116,-7.648,0,0.321,89.391,4,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,audio_features,spotify:track:0d2iYfpKoM0QCKvcLCkBao,0.319,98
27,0.0627,https://api.spotify.com/v1/audio-analysis/60SdxE8apGAxMiRrpbmLY0,0.876,244679,0.786,60SdxE8apGAxMiRrpbmLY0,0.0,10,0.127,-4.884,0,0.306,153.068,4,https://api.spotify.com/v1/tracks/60SdxE8apGAxMiRrpbmLY0,audio_features,spotify:track:60SdxE8apGAxMiRrpbmLY0,0.575,97
28,0.216,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,0.75,232253,0.404,6NFyWDv5CjfwuzoCkw47Xf,0.000357,9,0.0911,-10.178,0,0.0682,95.045,4,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,audio_features,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,0.0499,84
29,0.047,https://api.spotify.com/v1/audio-analysis/7iDa6hUg2VgEL1o1HjmfBn,0.643,163870,0.783,7iDa6hUg2VgEL1o1HjmfBn,0.0,10,0.083,-6.458,1,0.0856,154.084,4,https://api.spotify.com/v1/tracks/7iDa6hUg2VgEL1o1HjmfBn,audio_features,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,0.579,87
30,0.268,https://api.spotify.com/v1/audio-analysis/3QybPutx0Tjk472bBKjNWn,0.738,180898,0.629,3QybPutx0Tjk472bBKjNWn,0.00114,6,0.163,-4.882,0,0.0495,146.067,4,https://api.spotify.com/v1/tracks/3QybPutx0Tjk472bBKjNWn,audio_features,spotify:track:3QybPutx0Tjk472bBKjNWn,0.319,91
31,0.04,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,0.699,205920,0.713,2qT1uLXPVPzGgFOx4jtEuo,3.11e-06,9,0.294,-5.507,0,0.0594,121.993,4,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,audio_features,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,0.354,92
